Region,Province,Municipality,Location,Day,Month,Year,Type,Longitude,Latitude,Number_of_events,Group_ID,Extreme_event,Cluster_15,Cluster_30,Cluster_90,None
Campania,Benevento,Apollosa,Taverna di Apollosa - Lungo la linea ferroviaria,4,1,1970,Sliding,14.72421,41.08384,1,821,True,False,True,False,False
Campania,Benevento,Bonea,Monte Taburno,17,3,1951,Fall,14.60313,41.09339,1,822,False,False,True,True,False
Campania,Benevento,Cusano Mutri,Cusano Mutri,22,2,1963,Sliding,14.50713,41.33969,2,803,True,True,True,True,False
Campania,Benevento,Foglianise,Casale Leschito,8,5,2000,Fall,14.66572,41.17085,1,824,False,False,False,False,True
Campania,Benevento,Sant'Agata dè Goti,Sant'Agata de' Goti,3,1,1980,Fall,14.5047,41.09177,1,825,True,True,False,True,False
Campania,Benevento,Sant'Agata dè Goti,Sant'Agata de' Goti - Largo Scuola Pia (costone al di sotto della strada Panoramica),3,5,2000,Fall,14.50254,41.09258,1,826,False,False,False,False,True
Campania,Benevento,Sant'Agata dè Goti,Contrada Riello - Lungo la SP per Frasso Telesino,27,9,1998,Fall,14.52521,41.1139,2,827,True,False,False,False,False
Campania,Benevento,Sant'Agata dè Goti,Martorano,11,1,1997,Fall,14.50452,41.09078,8,823,True,True,True,True,False
Campania,Benevento,Tocco Caudio,Friuni - Baracca (tra le località),30,3,1960,Flow,14.6356,41.12781,1,828,True,False,True,True,False
Campania,Napoli,Cardito,Cardito,30,11,1969,Complex,14.29658,40.94433,1,845,True,True,True,False,False
Campania,Napoli,Castellammare di Stabia,Scraio,23,11,1966,Flow,14.45136,40.68589,1,849,True,True,True,True,False
Campania,Napoli,Castellammare di Stabia,"Scraio - Lungo la SS n. 145 \Sorrentina\""""",4,11,1980,Fall,14.45008,40.68737,1,850,False,False,True,False,False
Campania,Napoli,Castellammare di Stabia,"Castellammare di Stabia-Sorrento - Lungo la SS n. 145 \Sorrentina\""""",4,5,1960,Fall,14.4543,40.69025,1,851,False,False,False,True,False
Campania,Napoli,Castellammare di Stabia,Castellammare di Stabia-Sorrento - Lungo la SP,21,5,1969,Fall,14.46415,40.69121,1,852,False,False,False,False,True
Campania,Napoli,Castellammare di Stabia,"Pozzano - Lungo la SS n. 145 \Sorrentina\"" vicino al confine comunale""",3,7,1982,Fall,14.45246,40.68938,1,853,False,False,False,False,True
Campania,Napoli,Castellammare di Stabia,Castellammare di Stabia - Lungo la SS n. 145 Sorrentina,26,3,1986,Fall,14.47664,40.68917,2,854,False,False,False,True,False
Campania,Napoli,Castellammare di Stabia,Pozzano - Via Vecchia Pozzano,5,5,1998,Fall,14.46479,40.69272,46,818,True,False,True,False,False
Campania,Napoli,Castellammare di Stabia,Castellammare di Stabia - Via Acton,30,11,1997,Fall,14.48333,40.69908,1,855,True,False,True,False,False
Campania,Napoli,Castellammare di Stabia,Castellammare di Stabia - Lungo la SS Sorrentina verso Vico Equense,25,2,1986,Fall,14.45305,40.68869,2,856,True,True,True,True,False
Campania,Napoli,Napoli,Capodimonte - Vico Carafocchi,24,1,1951,Fall,14.2413,40.87099,1,867,False,False,True,False,False
Campania,Napoli,Napoli,Chiaiano - Calore di Basso,2,2,1951,Fall,14.21631,40.89321,1,868,True,True,False,False,False
Campania,Napoli,Palma Campania,Palma Campania - Ai piedi della collina di Castello,22,2,1986,Flow,14.55832,40.85958,2,873,True,True,True,True,False
Campania,Napoli,Pozzuoli,Pozzuoli - Lungo la SP Montagna Spaccata,14,10,2000,Fall,14.12583,40.86742,1,879,True,True,False,False,False
Campania,Napoli,San Sebastiano al Vesuvio,San Sebastiano al Vesuvio - Via Palmieri,4,2,1955,Sliding,14.37011,40.84508,1,882,True,True,True,True,False
Campania,Napoli,Torre del Greco,Santa Maria la Bruna - Lungo la linea ferroviaria,6,7,1960,Fall,14.39279,40.76576,1,886,False,False,False,False,True
Campania,Avellino,Bagnoli Irpino,Laceno (Montagne del),7,10,1996,Fall,15.09177,40.81187,1,891,True,True,True,False,False
Campania,Avellino,Calitri,Calitri - Zona Castello,28,12,1965,Sliding,15.44062,40.90185,1,892,False,False,False,False,True
Campania,Avellino,Conza della Campania,Conza della Campania - Nei pressi della diga sul Fiume Ofanto,23,11,1980,Sliding,15.26419,40.88542,3,893,False,False,False,False,True
Campania,Avellino,Forino,Preturo,12,1,1997,Flow,14.75523,40.86911,8,823,True,True,True,False,False
Campania,Avellino,Grottaminarda,Grottaminarda - Lungo la SP n. 90 verso il passo di Mirabella Eclano,12,5,2000,Flow,15.03428,41.0559,1,894,False,False,False,False,True
Campania,Avellino,Mercogliano,Mercogliano (Via Partenio) - Lungo la ramificazione della SS n. 374 Ospedaletto - Santuario di Montevergine,8,11,1997,Fall,14.74182,40.92573,1,895,True,False,False,False,False
Campania,Avellino,Montoro Inferiore,Misciano - Costacalda (Monte Cardito),28,8,1998,Flow,14.78516,40.81358,1,896,False,False,False,False,True
Campania,Avellino,Montoro Superiore,Torchiati - Lungo la linea ferroviaria Salerno-Benvento,1,11,2000,Fall,14.80101,40.82424,1,897,False,False,False,False,True
Campania,Avellino,Paternopoli,Cieloferrazzo - Lungo la linea ferroviaria Avellino-Rocchetta Sant'Antonio,15,4,1991,Fall,15.00337,40.96425,1,898,True,False,False,False,False
Campania,Avellino,Summonte,Summonte - Nei pressi del ponte,18,11,1992,Fall,14.74513,40.95258,1,899,True,False,False,False,False
Campania,Avellino,Taurano,Ciglio - Pietramaula,2,9,1988,Fall,14.63876,40.89392,1,900,False,False,False,False,True
Campania,Salerno,Bracigliano,Bracigliano - Parte alta dell'abitato,27,9,1998,Flow,14.71294,40.82633,2,827,True,False,False,False,False
Campania,Salerno,Castelcivita,Castelcivita - Grotta di,4,1,1998,Fall,15.23179,40.49582,1,903,False,False,False,True,False
Campania,Salerno,Cava dè Tirreni,Vietri sul Mare-Cava de' Tirreni - Lungo l'autostrada A3 Salerno Reggio Calabria,10,3,1998,Fall,14.72536,40.68622,1,904,True,False,False,False,False
Campania,Salerno,Colliano,Monte Marzano,23,11,1980,Fall,15.30589,40.7396,3,893,False,False,False,False,True
Campania,Salerno,Corbara,Corbara - Lungo la SP per Chiunzi al km 8+500,23,11,1991,Fall,14.60313,40.72134,2,830,True,True,True,False,False
Campania,Salerno,Giffoni Valle Piana,Vassi,13,12,1999,Fall,14.94795,40.72447,1,908,True,False,False,False,False
Campania,Salerno,Magliano Vetere,Costa di Capizzo - Lungo la SP n. 13,20,4,1998,Fall,15.2219,40.35902,1,909,True,False,False,False,False
Campania,Salerno,Maiori,Santa Tecla - Lungo la strada per Minori,5,8,1998,Fall,14.63785,40.65034,1,914,False,False,False,False,True
Campania,Salerno,Nocera Inferiore,Nocera Inferiore - Lungo l'Autostrada Salerno-Napoli al km 36+000,6,3,1972,Flow,14.65032,40.73642,1,916,True,False,False,False,False
Campania,Salerno,Olevano sul Tusciano,Olevano sul Tusciano,16,6,1963,Fall,15.02161,40.65962,1,917,False,False,False,False,True
Campania,Salerno,Ottati,Ottati - Via XXIV Maggio (costone roccioso),11,10,1998,Fall,15.31628,40.4633,1,918,True,True,False,False,False
Campania,Salerno,Pellezzano,"Raccordo Avellino-Salerno intersezione con A3 Salerno-Reggio Calabria, presso la galleria di Cologna",11,4,2000,Fall,14.77883,40.72273,1,919,True,False,False,False,False
Campania,Salerno,Postiglione,Campagna-Petina - Lungo la carreggiata sud dell'Autostrada A3 Salerno-Reggio Calabria al km 48+000,26,12,1993,Fall,15.23746,40.62542,1,921,True,True,True,True,False
Campania,Salerno,Ravello,Ravello - Lungo la SP per Chiunzi,13,4,1993,Fall,14.61659,40.66155,1,924,False,False,False,False,True
Campania,Salerno,Ravello,Mulino della Grotta - Lungo la SS n. 373 Castiglione-Ravello,15,11,1980,Fall,14.61353,40.65678,1,925,True,True,True,False,False
Campania,Salerno,Salerno,Salerno - Lungo la SS n. 18 per Vietri sul Mare,2,12,1993,Fall,14.74108,40.67783,1,926,True,True,True,False,False
Campania,Salerno,Salerno,Salerno - Lungo la SS n. 18 per Vietri sul Mare,12,3,1980,Fall,14.74108,40.67783,1,927,False,False,False,True,False
Campania,Salerno,Salerno,Salerno,26,10,1954,Debris flow,14.76019,40.68033,1,928,True,False,False,False,False
Campania,Salerno,Salerno,Salerno - Via Ligea (sotto il viadotto di Via Gatto),26,11,1996,Fall,14.73819,40.67827,1,929,True,False,False,False,False
Campania,Salerno,Salerno,Salerno - Via Ligea,22,2,1969,Fall,14.73819,40.67827,1,930,False,False,True,True,False
Campania,Salerno,San Rufo,San Rufo - Lungo la SS n. 166 dal km 52+000 al km 57+000,2,9,1985,Fall,15.44655,40.42473,1,931,False,False,False,False,True
Campania,Salerno,Sarno,Sarno - Monte Sarno,5,5,1998,Flow,14.63419,40.83193,46,818,True,False,True,False,False
Campania,Salerno,Sarno,Sarno - Via Le Noci (Monte Sarno),20,8,1998,Flow,14.63419,40.83193,1,935,False,False,False,False,True
Campania,Salerno,Tramonti,Tramonti - Presso il Ponte Sant'Antonio,5,11,1954,Sliding,14.64387,40695,1,936,True,False,False,False,False
Campania,Salerno,Vietri sul Mare,Vietri sul Mare - Lungo la linea ferroviaria Napoli-Salerno,25,3,1969,Fall,14.72488,40.67976,2,937,True,True,True,True,False
Campania,Salerno,Vietri sul Mare,Vietri sul Mare - Lungo la linea ferroviaria Napoli-Salerno,24,3,1969,Sliding,14.72488,40.67976,2,937,True,True,True,True,False
Campania,Salerno,Vietri sul Mare,Vietri Sul Mare - Lungo l'Autostrada Napoli-Salerno al km 47+200,8,4,1976,Fall,14.73116,40.6761,1,938,False,False,False,False,True
Campania,Salerno,Vietri sul Mare,Vietri sul Mare - Lungo la strada che dalla tangenziale porta a Via Ligea,9,1,1996,Fall,14.73345,40.67472,1,939,True,False,True,False,False
Puglia,Foggia,Rodi Garganico,Rodi Garganico - Lungo  la strada tra Rodi e San Menaio a 2 km dalla stazione di Rodi,20,8,1972,Fall,15.91474,41.93226,1,940,True,False,False,False,False
Puglia,Foggia,Troia,Troia,13,9,1951,Sliding,15.30929,41.36202,1,941,False,False,False,False,True
Puglia,Foggia,Volturara Appula,Volturara Appula - Lungo la strada Appulo-Sannitica presso il cimitero,12,1,1953,Complex,15.05885,41.50076,1,943,True,True,True,True,False
Puglia,Taranto,Castellaneta,Castellaneta (Comune di),16,9,1991,Flow,16.94321,40.6298,1,944,False,False,False,False,True
Basilicata,Potenza,Campomaggiore,Ruderi - Lungo la SS n. 407 Basentana e la ferrovia Napoli-Taranto,28,3,1973,Sliding,16.07571,40.5494,1,945,True,True,False,True,False
Basilicata,Potenza,Lavello,Lavello - Strada che collega l'abitato di Lavello allo scalo ferroviario,26,2,1956,Complex,15.77968,41.04167,1,946,True,False,True,False,False
Basilicata,Potenza,Muro Lucano,Muro Lucano - Via Conserva,9,3,1951,Complex,15.48768,40.75417,1,948,True,False,False,True,False
Basilicata,Potenza,Pietrapertosa,Pietrapertosa - Lungo la SP n. 13 all'altezza del bivio per l'abitato,14,5,1996,Fall,16.05876,40.53529,1,949,True,False,False,False,False
Basilicata,Potenza,Rionero in Vulture,Rionero in Vulture - Lungo la strada per Ripacandida,19,3,1954,Complex,15.6832,40.92042,1,950,True,False,False,True,False
Basilicata,Potenza,San Fele,Ponte Pennazza - Lungo la SP,18,4,1954,Complex,15.54251,40.83352,1,952,True,False,False,False,False
Basilicata,Potenza,San Fele,San Fele,5,3,1954,Complex,15.54047,40.82202,2,951,True,False,True,True,False
Basilicata,Potenza,San Fele,San Fele - Versante orientale dell'abitato,16,12,1968,Complex,15.54319,40.82105,1,953,True,False,False,False,False
Basilicata,Potenza,Senise,Senise - Rione San Pietro,10,3,1985,Sliding,16.29103,40.1441,1,954,True,False,False,False,False
Basilicata,Potenza,Vietri di Potenza,Vietri di Potenza - Lungo la linea ferroviaria Potenza-Salerno al km 120+400 nei pressi della galleria Botte,1,2,1997,Fall,15.45566,40.61713,1,955,False,False,False,False,True
Basilicata,Matera,Accettura,Accettura - Lungo la SP n. 209,11,12,1959,Complex,16.14634,40.51428,1,956,False,False,False,False,True
Basilicata,Matera,Bernalda,Bernalda -  Via Zaccagnini,13,11,1997,Flow,16.68711,40.4096,3,958,True,False,False,False,False
Basilicata,Matera,Colobraro,Colobraro - Lungo la SS n. 104,4,2,1955,Complex,16.39315,40.17784,1,959,False,True,True,False,False
Basilicata,Matera,Craco,Santa Maria Giampaolo - Lungo la SS n. 103 al km 155+200,8,1,1970,Complex,16.43737,40.3801,1,960,False,False,True,True,False
Basilicata,Matera,Ferrandina,Masseria Lobianco,22,1,1958,Complex,16.37833,40.55127,2,961,True,False,False,True,False
Basilicata,Matera,Ferrandina,Ferrandina - Lungo la SS n. 407 Basentana all'altezza della galleria,23,11,1997,Flow,16.46574,40.52694,1,962,True,False,False,False,False
Basilicata,Matera,Garaguso,Garaguso - Grassano Scalo (tra le due località lungo la SP n. 277),28,12,1957,Complex,16.23091,40.56297,1,963,False,False,False,False,True
Basilicata,Matera,Grassano,Grassano - Lungo la SS n. 7,30,12,1957,Flow,16.28968,40.6308,1,964,True,False,True,True,False
Basilicata,Matera,Grassano,Grassano - Presso il cimitero,20,11,1976,Debris flow,16.27979,40.62937,1,965,True,False,True,False,False
Basilicata,Matera,Matera,Matera - Via Madonna delle Virtù,31,1,1998,Fall,16.61252,40.66919,1,966,False,False,False,False,True
Basilicata,Matera,Montalbano Jonico,Montalbano Jonico,12,8,1976,Complex,16.55968,40.29381,1,967,False,False,False,False,True
Basilicata,Matera,Pisticci,Pisticci - Rione Croci,17,1,1961,Complex,16.55884,40.38907,1,968,True,False,False,False,False
Basilicata,Matera,Pomarico,Pomarico,3,8,1996,Fall,16.54961,40.51568,1,969,False,False,False,False,True
Basilicata,Matera,San Mauro Forte,San Mauro Forte - Via Marzocco,15,6,1998,Fall,16.25159,40.48718,1,970,False,False,False,False,True
Basilicata,Matera,Stigliano,Stigliano - Largo Masaniello,30,1,1996,Fall,16.23059,40.40551,1,971,True,False,False,False,False
Calabria,Cosenza,Cassano allo Ionio,Cassano allo Ionio - Lungo la SP Cassano-Castrovillari al km 1+350,25,10,1997,Fall,16.30042,39.78813,1,973,True,False,False,False,False
Calabria,Cosenza,Cosenza,Cosenza - Lungo la strada per Carolei (Via Romualdo Montagna),3,12,1998,Fall,16.24821,39.29059,1,974,True,True,False,False,False
Calabria,Cosenza,Cosenza,Cosenza - Via Petrarca,17,12,1997,Fall,16.25335,39.29848,1,975,False,False,False,True,False
Calabria,Cosenza,Guardia Piemontese,Timpa della Scala - Lungo la SS n. 18,25,5,1998,Fall,15.98651,39.45703,1,976,False,False,False,False,True
Calabria,Cosenza,Longobucco,Longobucco,3,1,1985,Sliding,16.61105,39.4483,1,977,True,True,True,True,False
Calabria,Cosenza,Longobucco,Longobucco - Via Cittadella (dal costone che si affaccia sul torrente Macrocioli),28,1,2000,Fall,16.61105,39.4483,1,978,True,False,False,False,False
Calabria,Cosenza,Oriolo,Oriolo - Cimitero di,1,4,1973,Complex,16.4485,40.0543,1,979,True,True,True,True,False
Calabria,Cosenza,Pietrapaola,Pietrapaola - Lungo la strada,31,8,1999,Fall,16.81649,39.4878,1,981,True,False,False,False,False
Calabria,Cosenza,Praia a Mare,Praia a Mare - Lungo la linea ferroviaria per Scalea,8,6,1961,Fall,15.78828,39.88241,1,982,False,False,False,False,True
Calabria,Cosenza,Rogliano,Rogliano - Lungo la strada  variante Lara-Ralli che collega la SS n. 19 con la SS n. 535,28,1,1999,Fall,16.32517,39.18025,1,983,True,False,False,False,False
Calabria,Cosenza,Rossano,Rossano - Lungo la SS n. 177,8,11,1975,Sliding,16.6487,39.56956,2,984,True,False,False,False,False
Calabria,Cosenza,San Donato di Ninea,San Donato di Ninea - Via Carlo De Cardona,28,12,2000,Fall,16.04875,39.71293,1,985,True,False,False,False,False
Calabria,Cosenza,Trebisacce,Trebisacce,9,11,1953,Fall,16.53109,39.86732,1,986,True,True,True,False,False
Calabria,Catanzaro,Cardinale,Cardinale,18,1,1985,Sliding,16.3881,38.64399,1,987,True,True,True,True,False
Calabria,Catanzaro,Catanzaro,Gagliano - Lungo la linea ferroviaria (nei pressi della stazione),23,12,1972,Fall,16.56529,38.92219,1,988,True,False,False,False,False
Calabria,Catanzaro,Catanzaro,Catanzaro - Viale dei Normanni,5,6,1998,Fall,16.59301,38.90646,1,989,False,False,False,False,True
Calabria,Catanzaro,Catanzaro,Catanzaro - Via  C. Alvaro,13,2,2001,Fall,16.59301,38.90646,1,990,False,False,False,False,True
Calabria,Catanzaro,Gimigliano,Gimigliano - Quartiere San Giorgio,31,1,1996,Sliding,16.52789,38.97459,1,991,True,False,True,True,False
Calabria,Catanzaro,Gimigliano,Gimigliano,5,3,1988,Sliding,16.52789,38.97459,1,992,True,False,False,False,False
Calabria,Catanzaro,Marcellinara,Amato - Galleria di,2,2,1973,Flow,16.48,38.9213,1,993,True,False,True,False,False
Calabria,Catanzaro,Sant'Andrea Apostolo dello Ionio,Sant'Andrea Apostolo dello Ionio,8,2,1967,Sliding,16.53126,38.62251,1,994,True,False,False,True,False
Calabria,Catanzaro,Settingiano,Settingiano - Lungo la SS n. 280,1,1,1973,Flow,16.51343,38.91266,1,995,True,True,False,False,False
Calabria,Catanzaro,Simeri Crichi,Simeri Crichi,24,1,1955,Fall,16.63806,38.95656,1,996,True,False,False,True,False
Calabria,Catanzaro,Tiriolo,SS n. 19 nel tratto Pratora di Triolo - Catanzaro,3,1,2001,Fall,16.54528,38.90738,1,997,False,False,False,False,True
Calabria,Reggio di Calabria,Antonimina,Antonimina,4,4,1988,Sliding,16.14864,38.27354,1,998,False,False,False,True,False
Calabria,Reggio di Calabria,Canolo,Canolo,5,11,1953,Fall,16.20052,38.31664,1,1004,True,True,True,False,False
Calabria,Reggio di Calabria,Canolo,Canolo,2,12,1951,Fall,16.20052,38.31664,1,1005,False,False,False,False,True
Calabria,Reggio di Calabria,Galatro,Galatro,8,3,1985,Flow,16.11003,38.4639,2,1006,True,False,False,True,False
Calabria,Reggio di Calabria,Palizzi,Palizzi - Rocca di,28,12,1989,Fall,15.98785,37.96691,1,1008,True,False,False,False,False
Calabria,Reggio di Calabria,Reggio di Calabria,Vito Inferiore - Costone di Spartivento,25,5,1995,Fall,15.67657,38.12735,1,1011,False,False,False,False,True
Calabria,Reggio di Calabria,Reggio di Calabria,Spartivento - Lungo la strada che collega Orti con Archi,3,10,1996,Fall,15.68562,38.14874,2,1010,True,False,False,False,False
Calabria,Reggio di Calabria,San Pietro di Caridà,San Pier Fedele - Lungo la SS n. 536 d'Acquaro (zona Montagna di San Nicola in pieno centro abitato),7,8,1995,Fall,16.14375,38.52537,1,1012,False,False,False,False,True
Calabria,Crotone,Belvedere di Spinello,Belvedere di Spinello - Lungo la SS n. 107 al km 5,8,11,1962,Fall,16.93577,39.18462,1,1020,True,True,True,False,False
Calabria,Crotone,Cotronei,San Marco - Lungo la SP Sberno-Calusia (verso la SS n. 107),5,8,1996,Fall,16.81627,39.16839,1,1021,False,False,False,False,True
Calabria,Crotone,Cotronei,San Marco - Lungo la SP Sberno-Calusia,5,11,1997,Fall,16.81627,39.16839,1,1022,True,True,True,False,False
Calabria,Crotone,Crotone,Bivio di Le Castella - Praia Longa (tra le due località lungo la SS n. 106 ionica),30,9,2000,Fall,17.07925,39.05587,1,1023,True,False,False,False,False
Calabria,Vibo Valentia,Briatico,San Leo - Lungo la SP Briatico-Zungri,6,6,1999,Fall,16.02345,38.72067,1,1024,False,False,False,False,True
Sicilia,Trapani,San Vito Lo Capo,Macari,28,2,2001,Fall,12.74119,38.1326,1,1027,True,False,False,False,False
Sicilia,Palermo,Gangi,Gangi - Lungo la strada di accesso alla parte alta dell'abitato,9,12,1996,Fall,14.20523,37.79982,1,1028,True,True,False,False,False
Sicilia,Palermo,Pollina,Contrada Santa Maria - Lungo la SS n. 113 Palermo-Messina (tra Finale di Pollina e Castelbuono),7,2,1994,Fall,14.12946,38.01838,1,1030,True,False,False,True,False
Sicilia,Palermo,Scillato,Scillato,22,3,1969,Sliding,13.90572,37.85843,1,1031,True,True,True,True,False
Sicilia,Messina,Alì Terme,Capo Alì - Lungo la SS n. 114 dal km 21+800 al 23+000,30,9,2000,Fall,15.4397,38.02071,1,1033,False,False,False,False,True
Sicilia,Messina,Antillo,Antillo,1,1,1973,Fall,15.24657,37.97678,1,1034,True,True,True,True,False
Sicilia,Messina,Fiumedinisi,Fiumedinisi - Lungo la SP per Nizza di Sicilia nei pressi del Mattatoio comunale,1,12,1999,Fall,15.38328,38.02433,3,1032,True,True,True,False,False
Sicilia,Messina,Fondachelli-Fantina,Contrada Sant' Antonio - Lungo la strada di collegamento tra Fondachelli e Fantina lungo le sponde del T. Patrì,14,1,2000,Fall,15.18828,37.99718,4,1039,True,False,False,False,False
Sicilia,Messina,Messina,Cumia - Lungo la strada,31,8,1999,Fall,15.49419,38.17501,1,1048,False,False,False,False,True
Sicilia,Messina,Militello Rosmarino,Militello Rosmarino - Lungo la SP per Alcara Li Fusi,16,10,1991,Fall,14.67976,38.02924,1,1050,False,False,False,False,True
Sicilia,Messina,Novara di Sicilia,SS n. 185 di Sella Mandrazzi che collega i comuni di Terme Vigliatore e Giardini Naxos al km 24+00,8,1,1999,Fall,15.12851,38.00442,1,1051,True,False,False,False,False
Sicilia,Messina,San Piero Patti,San Piero Patti,20,1,1970,Sliding,14.9675,38.05239,1,1053,True,False,False,False,False
Sicilia,Messina,Santa Domenica Vittoria,Santa Domenica Vittoria,16,8,1998,Fall,14.96353,37.91794,1,1054,False,False,False,False,True
Sicilia,Messina,Santa Domenica Vittoria,Randazzo - Torazza,29,3,1996,Complex,14.96483,37914,2,1055,False,False,True,True,False
Sicilia,Agrigento,Agrigento,Agrigento - Via Damareta,5,12,1998,Fall,13.57933,37.31412,1,1062,True,False,False,False,False
Sicilia,Agrigento,Agrigento,Agrigento - A sud dell'abitato,28,3,1973,Sliding,13.57603,37.30873,1,1063,True,True,True,True,False
Sicilia,Agrigento,Agrigento,Agrigento - Lungo la SS n. 118,16,10,1970,Fall,13.58155,37.32199,1,1064,True,False,False,False,False
Sicilia,Agrigento,Agrigento,Agrigento - Rupe Atenea (a nord della città dei Templi),6,11,1995,Fall,13.59719,37.30932,1,1065,True,False,False,False,False
Sicilia,Agrigento,Canicattì,Canicattì,31,12,1984,Sliding,13.8484,37.36066,1,1067,True,True,False,True,False
Sicilia,Agrigento,Menfi,Menfi,11,11,1957,Flow,12.96551,37.60313,1,1077,True,True,True,False,False
Sicilia,Agrigento,Naro,Naro,18,2,1967,Sliding,13.79178,37.29876,1,1078,True,False,False,True,False
Sicilia,Agrigento,San Biagio Platani,San Biagio Platani,30,1,1979,Sliding,13.52511,37.51104,1,1079,False,False,True,False,False
Sicilia,Caltanissetta,Caltanissetta,Caltanissetta - Lungo la SS per Serradifalco,16,1,1985,Fall,14.0116,37.48332,3,1083,True,False,True,True,False
Sicilia,Caltanissetta,Caltanissetta,Sant'Anna - Contrada Xiboli,30,3,1996,Fall,14.06692,37.50067,1,1084,False,False,True,True,False
Sicilia,Caltanissetta,Caltanissetta,Caltanissetta - Contrada Stretto,2,3,1997,Fall,14.06291,37.49266,1,1085,False,False,False,False,True
Sicilia,Caltanissetta,San Cataldo,San Cataldo,7,1,1977,Sliding,13.9893,37.4853,1,1086,False,False,False,True,False
Sicilia,Caltanissetta,Sutera,Sutera - Monte San Paolino,8,12,1998,Fall,13.74037,37.52972,1,1087,False,False,False,False,True
Sicilia,Enna,Enna,Enna - Via Pergusa,28,1,1992,Fall,14.28066,37.5616,1,1098,True,False,False,False,False
Sicilia,Enna,Enna,Castello di Lombardia - Zona meridionale,29,2,1996,Fall,14.28678,37.56694,3,1095,True,True,True,True,False
Sicilia,Enna,Enna,Carranciano  - All'altezza della SS n. 117 bis (Stretto Benesiti),27,12,1992,Fall,14.21735,37.50956,1,1099,False,False,False,False,True
Sicilia,Enna,Enna,Enna Bassa - Lungo la SP n. 51 per il Castello di Lombardia,11,6,1998,Fall,14.28847,37.56402,1,1100,False,False,False,False,True
Sicilia,Enna,Gagliano Castelferrato,Gagliano Castelferrato - Quartiere Sant'Antonino,4,3,1996,Fall,14.53777,37.7129,1,1101,True,False,True,True,False
Sicilia,Enna,Gagliano Castelferrato,Gagliano Castelferrato - Via Roma,12,2,1996,Fall,14.53777,37.7129,2,1092,True,True,True,True,False
Sicilia,Enna,Gagliano Castelferrato,Gagliano Castelferrato - Quartiere Sorrincello,27,12,1996,Fall,14.53777,37.7129,1,1102,True,False,False,False,False
Sicilia,Enna,Leonforte,Leonforte - Lungo la SP n. 33 di circonvallazione,13,1,1996,Fall,14.39315,37.64402,4,1088,True,True,True,True,False
Sicilia,Enna,Piazza Armerina,Piazza Armerina,17,1,1985,Sliding,14.36467,37.38519,3,1083,True,False,True,True,False
Sicilia,Enna,Regalbuto,Regalbuto - A nord dell'abitato,1,3,1973,Flow,14.64152,37.66015,1,1104,True,True,True,True,False
Sicilia,Catania,Aci Castello,Aci Castello,28,2,1986,Sliding,15.1477,37.55582,1,1106,True,False,True,False,False
Sicilia,Catania,Bronte,Bronte,18,10,1969,Fall,14.83501,37.78672,1,1112,True,False,True,False,False
Sicilia,Catania,Caltagirone,Caltagirone,4,12,1976,Flow,14.51314,37.2401,1,1113,False,False,False,True,False
Sicilia,Catania,Caltagirone,Caltagirone,30,3,1973,Flow,14.51314,37.2401,1,1114,True,True,True,True,False
Sicilia,Catania,Linguaglossa,Linguaglossa - Lungo la strada per Castrorao,3,1,1989,Fall,15.14428,37.84238,1,1115,True,False,False,False,False
Sicilia,Catania,San Michele di Ganzaria,San Michele di Ganzaria,25,1,1985,Sliding,14.42946,37.28175,1,1116,False,True,True,True,False
Sicilia,Ragusa,Modica,Modica,22,8,1951,Fall,14.76061,36.86333,1,1117,False,False,False,False,True
Sicilia,Ragusa,Modica,Itria - Lungo la Circonvallazione,8,1,1997,Fall,14.76175,36.8686,1,1118,True,False,False,False,False
Sicilia,Ragusa,Modica,Modica - Via Nazionale (Collina Monserrato),29,3,1995,Fall,14.76013,36.85507,1,1119,False,False,False,False,True
Sicilia,Ragusa,Modica,Stramonte - Lungo la SP per Scicli vicino alla chiesetta della Fumara,14,6,1996,Fall,14.72779,36.84819,1,1120,False,False,False,False,True
Sicilia,Ragusa,Ragusa,Ibla,31,10,1995,Fall,14.75051,36.92853,1,1122,True,False,False,False,False
Sicilia,Ragusa,Ragusa,Ibla - Via Paternò Arezzo,28,2,1996,Fall,14.75051,36.92853,2,1121,True,False,True,True,False
Sicilia,Ragusa,Scicli,Scicli - Presso la Chiesa di San Bartolomeo,7,6,2000,Fall,14.70701,36.79885,1,1123,False,False,False,False,True
Sicilia,Ragusa,Scicli,SP Scicli-Modica nei pressi di Via Fiumelato (dopo la salita del Salto),3,12,1967,Fall,14.70961,36.79919,1,1124,True,False,False,False,False
Sicilia,Ragusa,Vittoria,Vittoria,19,8,1989,Flow,14.53137,36.95329,1,1125,False,False,False,False,True
Sicilia,Siracusa,Lentini,Lentini,16,4,1973,Fall,14.99884,37.28652,1,1127,False,False,False,True,False
Sicilia,Siracusa,Sortino,Cava Grande - Riserva archeologica a 6 km da Sortino,11,4,1999,Fall,15.00314,37.14121,1,1128,False,False,False,False,True
Sardegna,Sassari,Bortigiadas,Bortigiadas - Costone che sovrasta l'abitato,3,12,1998,Fall,9.03936,40.89266,1,1129,True,False,False,False,False
Sardegna,Sassari,Castelsardo,Castelsardo - Via Paolo Dettori (lungomare Zirolia),19,1,2001,Fall,8.71646,40.91501,1,1130,False,True,True,True,False
Sardegna,Sassari,Nule,Nule - All'altezza del caseificio,22,12,1972,Fall,9.18838,40.46249,1,1131,True,False,False,False,False
